node_id,demand_1,demand_2,demand_3,demand_4,demand_5,demand_6,demand_7,demand_8,demand_9,demand_10,demand_11,demand_12,demand_13,demand_14,demand_15,demand_16,demand_17,demand_18,demand_19,demand_20,demand_21,demand_22,demand_23,demand_24
n1,0.0001834,0.0001834,0.0001834,0.0001834,0.0001834,0.0001834,0.0001834,0.0001834,0.0001834,0.0001834,0.0001834,0.0001834,0.0001834,0.0001834,0.0001834,0.0001834,0.0001834,0.0001834,0.0001834,0.0001834,0.0001834,0.0001834,0.0001834,0.0001834
n2,3.6480884e-05,2.3746321e-05,1.422136e-05,9.32672e-06,7.1838404e-06,8.11368e-06,2.7347682e-05,5.8258964e-05,6.9303765e-05,6.9483125e-05,6.958696e-05,6.782168e-05,6.6419845e-05,6.521152e-05,6.264384e-05,5.66636e-05,5.271768e-05,5.493136e-05,5.7484882e-05,6.0519844e-05,6.198304e-05,6.4073996e-05,5.7565125e-05,4.8068483e-05
n3,4.09637e-05,2.6664302e-05,1.59689e-05,1.0472801e-05,8.0666e-06,9.1106995e-06,3.07082e-05,6.54179e-05,7.78199e-05,7.80213e-05,7.81379e-05,7.615571e-05,7.45816e-05,7.322481e-05,7.03416e-05,6.3626496e-05,5.91957e-05,6.168141e-05,6.45487e-05,6.79566e-05,6.95996e-05,7.19475e-05,6.46388e-05,5.3975204e-05
n4,0.00041700003,0.00041700003,0.00041700003,0.00041700003,0.00041700003,0.00041700003,0.00041700003,0.00041700003,0.00041700003,0.00041700003,0.00041700003,0.00041700003,0.00041700003,0.00041700003,0.00041700003,0.00041700003,0.00041700003,0.00041700003,0.00041700003,0.00041700003,0.00041700003,0.00041700003,0.00041700003,0.00041700003
n5,4.985205e-05,3.2449952e-05,1.943385e-05,1.27451995e-05,9.816901e-06,1.1087551e-05,3.73713e-05,7.961235e-05,9.470535e-05,9.495045e-05,9.509235e-05,9.268005e-05,9.0764406e-05,8.91132e-05,8.56044e-05,7.743225e-05,7.204005e-05,7.506511e-05,7.8554556e-05,8.27019e-05,8.4701394e-05,8.755874e-05,7.86642e-05,6.568681e-05
n6,5.2943647e-05,3.446235e-05,2.063905e-05,1.35356e-05,1.0425701e-05,1.1775151e-05,3.96889e-05,8.454955e-05,0.00010057855,0.00010083885,0.00010098956,9.8427656e-05,9.63932e-05,9.46396e-05,9.091321e-05,8.2234255e-05,7.650765e-05,7.97203e-05,8.342616e-05,8.78307e-05,8.99542e-05,9.2988754e-05,8.35426e-05,6.976041e-05
n7,8.1231796e-05,5.287581e-05,3.1666634e-05,2.0767759e-05,1.599622e-05,1.806669e-05,6.0894938e-05,0.00012972494,0.00015431833,0.00015471772,0.00015494894,0.00015101819,0.00014789673,0.00014520617,0.00013948874,0.00012617256,0.000117386204,0.00012231538,0.0001280013,0.00013475922,0.00013801732,0.00014267326,0.00012817996,0.00010703384
n8,6.469173e-05,4.210947e-05,2.5218811e-05,1.653912e-05,1.273914e-05,1.4388031e-05,4.849578e-05,0.000103310915,0.00012289672,0.00012321476,0.00012339892,0.00012026853,0.00011778265,0.00011563992,0.000111086636,0.000100481855,9.348453e-05,9.741006e-05,0.00010193823,0.00010732014,0.00010991484,0.00011362275,0.00010208052,8.5240084e-05
n9,8.687396e-05,5.6548437e-05,3.3866123e-05,2.2210239e-05,1.710728e-05,1.932156e-05,6.512456e-05,0.00013873533,0.00016503692,0.00016546404,0.00016571132,0.00016150756,0.00015816929,0.00015529184,0.00014917729,0.0001349362,0.00012553956,0.00013081111,0.00013689196,0.00014411929,0.00014760369,0.00015258302,0.00013708304,0.00011446817
n10,1.808586e-05,1.177254e-05,7.0504198e-06,4.62384e-06,3.56148e-06,4.02246e-06,1.355796e-05,2.8882621e-05,3.435822e-05,3.444714e-05,3.4498622e-05,3.3623463e-05,3.2928478e-05,3.232944e-05,3.1056483e-05,2.80917e-05,2.6135462e-05,2.723292e-05,2.8498858e-05,3.000348e-05,3.0728883e-05,3.17655e-05,2.8538641e-05,2.383056e-05
