node_id,demand_1,demand_2,demand_3,demand_4,demand_5,demand_6,demand_7,demand_8,demand_9,demand_10,demand_11,demand_12,demand_13,demand_14,demand_15,demand_16,demand_17,demand_18,demand_19,demand_20,demand_21,demand_22,demand_23,demand_24
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.039115924,0.039115924,0.039115924,0.039115924,0.039115924,0.022712471,0.022712471,0.0,0.0,0.0,0.0,0.022712471,0.022712471,0.022712471,0.022712471,0.022712471,0.0,0.0,0.0,0.0,0.0,0.0,0.022712471,0.022712471
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.10327866,0.10763188,0.10845205,0.10845205,0.112994544,0.114761084,0.112111285,0.11621214,0.11450872,0.1151396,0.11709541,0.11362545,0.114761084,0.10933532,0.10498209,0.102206126,0.10176449,0.102206126,0.10195376,0.10390956,0.10264775,0.10264775,0.105423726,0.10523445
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,0.016058536,0.023248928,0.017496616,0.017256938,0.009107827,0.011025265,0.010186385,0.012822863,0.011504624,0.013182381,0.0129427025,0.01426094,0.013901422,0.0129427025,0.011504624,0.009946706,0.009467347,0.008868148,0.007669749,0.007669749,0.010186385,0.011504624,0.01486014,0.020013252
103,0.011260844,0.016303012,0.012269277,0.012101205,0.0063867467,0.0077313255,0.007143072,0.008991867,0.00806747,0.009243976,0.009075904,0.0100003015,0.0097481925,0.009075904,0.00806747,0.0069750003,0.006638855,0.006218675,0.0053783134,0.0053783134,0.007143072,0.00806747,0.010420482,0.014034037
105,0.011444297,0.016568609,0.012469159,0.012298349,0.006490795,0.007857279,0.0072594425,0.009138356,0.008198899,0.009394572,0.009223762,0.01016322,0.009907003,0.009223762,0.008198899,0.0070886314,0.006747011,0.006319985,0.0054659327,0.0054659327,0.0072594425,0.008198899,0.010590245,0.014262668
107,0.004619313,0.0066876616,0.005032983,0.004964038,0.0026199087,0.0031714686,0.0029301613,0.003688556,0.0033093588,0.0037919737,0.0037230283,0.0041022254,0.003998808,0.0037230283,0.0033093588,0.0028612162,0.0027233262,0.0025509638,0.0022062392,0.0022062392,0.0029301613,0.0033093588,0.004274588,0.0057569053
109,0.019562757,0.028322201,0.021314645,0.021022664,0.011095295,0.013431147,0.012409211,0.0156210065,0.01401511,0.01605898,0.015766997,0.017372895,0.016934922,0.015766997,0.01401511,0.012117229,0.011533267,0.010803313,0.009343407,0.009343407,0.012409211,0.01401511,0.018102849,0.024380451
